sample_id,url_len,num_subdomains,has_ip,is_https,count_at,count_dash,count_double_slash,domain_entropy,tld_type,num_params,has_suspicious_params
753,42,1,0,0,0,1,0,2.9477027792200903,io,0,0
754,46,1,0,0,0,1,0,2.9477027792200903,io,0,0
755,41,1,0,0,0,1,0,2.9477027792200903,io,0,0
756,36,1,0,0,0,1,0,2.9477027792200903,io,0,0
757,21,0,0,0,0,0,0,3.1820058147602133,com,0,0
758,32,0,0,0,0,0,0,3.1820058147602133,com,0,0
759,43,0,0,0,0,0,0,2.9219280948873623,org,0,0
760,36,0,0,0,1,0,0,2.9219280948873623,com,0,0
761,106,0,0,0,0,1,0,3.028639311838575,com,2,0
762,77,0,0,0,0,1,0,3.028639311838575,com,0,0
763,39,1,0,0,0,0,0,3.452819531114783,com,0,0
764,41,1,0,0,0,0,0,3.452819531114783,com,0,0
765,33,0,0,0,0,0,0,3.056564762130954,com,0,0
766,41,1,0,0,0,0,0,3.121928094887362,com,0,0
767,54,0,0,0,0,0,0,3.556656707462823,com.br,0,0
768,22,0,0,0,0,0,0,2.521640636343318,me,0,0
769,46,1,0,0,0,1,0,3.5068905956085183,com,0,0
770,21,1,0,0,0,0,0,2.75,ro,0,0
771,19,0,0,0,0,0,0,3.0220552088742005,com,0,0
772,36,1,0,0,0,1,0,3.5068905956085183,com.pe,0,0
